time_stamp,conductivity,temperature,pressure
2023-09-14 14:30:56.772761,3.3875e-7,22.971,0
2023-09-14 14:30:58.885627,3.3805e-7,22.971,0
2023-09-14 14:31:01.002751,3.378e-7,22.971,0
2023-09-14 14:31:03.117710,3.3744e-7,22.971,0
2023-09-14 14:31:05.232705,3.3712e-7,22.972,0
2023-09-14 14:31:56.669117,6.6114e-7,22.976,0
2023-09-14 14:31:58.784808,3.3008e-7,22.977,0
2023-09-14 14:32:00.902995,3.2983e-7,22.976,0
2023-09-14 14:32:03.018543,3.2964e-7,22.979,0
2023-09-14 14:32:05.133997,3.2919e-7,22.979,0
2023-09-14 14:32:56.668302,3.313e-7,22.993,0
2023-09-14 14:32:58.785034,3.311e-7,22.994,0
2023-09-14 14:33:00.901299,3.3107e-7,22.996,0
2023-09-14 14:33:03.016029,3.3137e-7,22.997,0
2023-09-14 14:33:05.132928,3.3146e-7,22.997,0
2023-09-14 14:33:56.675645,6.3727e-7,22.999,0
2023-09-14 14:33:58.791279,3.1752e-7,22.999,0
2023-09-14 14:34:00.909934,3.1708e-7,23.002,0
2023-09-14 14:34:02.999394,3.1678e-7,23.003,0
2023-09-14 14:34:05.110041,3.1661e-7,23.003,0
2023-10-11 11:01:22.234650,0.10104,18.954,0
2023-10-11 11:01:24.324840,0.050481,18.955,0
2023-10-11 11:01:26.412588,0.050484,18.955,0
2023-10-11 11:01:28.498803,0.050484,18.954,0
2023-10-11 11:01:30.583395,0.050487,18.954,0
2023-10-11 11:02:22.213112,0.10104,18.956,0
2023-10-11 11:02:24.298119,0.050488,18.956,0
2023-10-11 11:02:26.383596,0.050494,18.956,0
2023-10-11 11:02:28.468401,0.050486,18.956,0
2023-10-11 11:02:30.555998,0.050497,18.955,0
2023-10-11 11:03:22.180541,0.10097,18.956,0
2023-10-11 11:03:24.266751,0.050459,18.955,0
2023-10-11 11:03:26.351219,0.050465,18.956,0
2023-10-11 11:03:28.438517,0.050455,18.957,0
2023-10-11 11:03:30.524477,0.050458,18.955,0
2023-10-11 11:04:22.172540,0.10097,18.959,0
2023-10-11 11:04:24.258348,0.050459,18.958,0
2023-10-11 11:04:26.346153,0.050457,18.959,0
2023-10-11 11:04:28.432046,0.05046,18.959,0
2023-10-11 11:04:30.516079,0.050477,18.958,0
2023-10-11 11:05:22.173743,0.1009,18.961,0
2023-10-11 11:05:24.265316,0.050426,18.962,0
2023-10-11 11:05:26.355458,0.050437,18.962,0
2023-10-11 11:05:28.440633,0.050437,18.962,0
2023-10-11 11:05:30.525189,0.050438,18.962,0
2023-10-11 11:06:22.172964,0.10094,18.963,0
2023-10-11 11:06:24.259384,0.050451,18.964,0
2023-10-11 11:06:26.344461,0.050455,18.964,0
2023-10-11 11:06:28.431256,0.050451,18.965,0
2023-10-11 11:06:30.517754,0.050461,18.964,0
2023-10-11 11:07:22.185441,0.10092,18.967,0
2023-10-11 11:07:24.270646,0.05043,18.965,0
2023-10-11 11:07:26.357558,0.050441,18.966,0
2023-10-11 11:07:28.441597,0.050433,18.966,0
2023-10-11 11:07:30.527035,0.050444,18.966,0
2023-10-11 11:08:22.175346,0.10071,18.983,0
2023-10-11 11:08:24.260995,0.050336,18.983,0
2023-10-11 11:08:26.348432,0.050329,18.983,0
2023-10-11 11:08:28.433392,0.050297,18.988,0
2023-10-11 11:08:30.516769,0.050256,18.99,0
2023-10-11 11:09:22.180061,0.10059,18.992,0
2023-10-11 11:09:24.264844,0.050262,18.992,0
2023-10-11 11:09:26.351284,0.050259,18.994,0
2023-10-11 11:09:28.437501,0.050289,18.984,0
2023-10-11 11:09:30.525385,0.050307,18.983,0
2023-10-11 11:10:22.169420,0.10064,18.991,0
2023-10-11 11:10:24.259533,0.050289,18.993,0
2023-10-11 11:10:26.345867,0.050296,18.992,0
2023-10-11 11:10:28.432082,0.050293,18.991,0
2023-10-11 11:10:30.516893,0.050297,18.99,0
2023-10-11 11:11:22.181781,0.10066,18.991,0
2023-10-11 11:11:24.272230,0.050303,18.989,0
2023-10-11 11:11:26.358114,0.050302,18.99,0
2023-10-11 11:11:28.442515,0.050295,18.991,0
2023-10-11 11:11:30.530975,0.050313,18.989,0
2023-10-11 11:12:22.210629,0.10082,18.982,0
2023-10-11 11:12:24.300373,0.050376,18.981,0
2023-10-11 11:12:26.392020,0.050388,18.982,0
2023-10-11 11:12:28.483224,0.050377,18.98,0
2023-10-11 11:12:30.574290,0.0504,18.979,0
2023-10-11 11:13:22.175863,0.10089,18.971,0
2023-10-11 11:13:24.261376,0.050434,18.97,0
2023-10-11 11:13:26.347868,0.050452,18.972,0
2023-10-11 11:13:28.434763,0.05047,18.968,0
2023-10-11 11:13:30.526027,0.050489,18.966,0
2023-10-11 11:14:22.174593,0.10118,18.964,0
2023-10-11 11:14:24.264983,0.050567,18.962,0
2023-10-11 11:14:26.355367,0.050562,18.962,0
2023-10-11 11:14:28.442900,0.050551,18.962,0
2023-10-11 11:14:30.533060,0.050549,18.963,0
2023-10-11 11:15:22.171848,0.10104,18.965,0
2023-10-11 11:15:24.262396,0.050495,18.966,0
2023-10-11 11:15:26.351143,0.050503,18.968,0
2023-10-11 11:15:28.444049,0.050504,18.967,0
2023-10-11 11:15:30.536157,0.050506,18.967,0
2023-10-11 11:16:22.182334,0.10107,18.972,0
2023-10-11 11:16:24.272640,0.050511,18.972,0
2023-10-11 11:16:26.363997,0.050521,18.97,0
2023-10-11 11:16:28.455442,0.050517,18.971,0
2023-10-11 11:16:32.625832,0.050521,18.971,0
2023-10-11 11:17:22.166086,0.10115,18.972,0
2023-10-11 11:17:24.257140,0.050552,18.971,0
2023-10-11 11:17:26.346246,0.050563,18.972,0
2023-10-11 11:17:28.438109,0.050556,18.971,0
2023-10-11 11:17:30.529030,0.050562,18.972,0
2023-10-11 11:18:22.177112,0.10131,18.966,0
2023-10-11 11:18:24.268135,0.050643,18.967,0
2023-10-11 11:18:26.359503,0.05065,18.965,0
2023-10-11 11:18:28.448573,0.050643,18.965,0
2023-10-11 11:18:30.534702,0.050651,18.964,0
2023-10-11 11:19:22.174380,0.10156,18.956,0
2023-10-11 11:19:24.265971,0.050751,18.954,0
2023-10-11 11:19:26.356577,0.050759,18.956,0
2023-10-11 11:19:28.445714,0.050759,18.955,0
2023-10-11 11:19:30.538573,0.050767,18.955,0
2023-10-11 11:20:22.174193,0.10149,18.958,0
2023-10-11 11:20:24.264860,0.05073,18.958,0
2023-10-11 11:20:26.356821,0.050739,18.959,0
2023-10-11 11:20:28.446586,0.050732,18.959,0
2023-10-11 11:20:32.615405,0.050741,18.96,0
2023-10-11 11:21:22.173649,0.10142,18.962,0
2023-10-11 11:21:24.264845,0.050698,18.962,0
2023-10-11 11:21:26.356781,0.050702,18.962,0
2023-10-11 11:21:28.446127,0.050702,18.963,0
2023-10-11 11:21:30.539284,0.050706,18.962,0
2023-10-11 11:22:22.172977,0.10147,18.959,0
2023-10-11 11:22:24.265447,0.050721,18.96,0
2023-10-11 11:22:26.357958,0.050727,18.961,0
2023-10-11 11:22:28.446196,0.050722,18.961,0
2023-10-11 11:22:30.534373,0.050738,18.958,0
2023-10-11 11:23:22.175783,0.10153,18.959,0
2023-10-11 11:23:24.267343,0.050749,18.958,0
2023-10-11 11:23:26.360286,0.050753,18.959,0
2023-10-11 11:23:28.449698,0.050754,18.961,0
2023-10-11 11:23:30.542937,0.050763,18.959,0
2023-10-11 11:24:22.176248,0.10156,18.958,0
2023-10-11 11:24:24.269244,0.050754,18.958,0
2023-10-11 11:24:26.359247,0.050761,18.957,0
2023-10-11 11:24:28.449522,0.050756,18.958,0
2023-10-11 11:24:30.542540,0.050764,18.959,0
2023-10-11 11:25:22.176105,0.10146,18.962,0
2023-10-11 11:25:24.269095,0.050706,18.962,0
2023-10-11 11:25:26.359085,0.050716,18.963,0
2023-10-11 11:25:28.449183,0.050715,18.963,0
2023-10-11 11:25:30.537368,0.050717,18.961,0
2023-10-11 11:26:22.178902,0.10145,18.965,0
2023-10-11 11:26:24.270040,0.050704,18.966,0
2023-10-11 11:26:26.361184,0.050712,18.965,0
2023-10-11 11:26:28.452350,0.050705,18.965,0
2023-10-11 11:26:30.544388,0.050705,18.964,0
2023-10-11 11:27:22.180386,0.10165,18.963,0
2023-10-11 11:27:24.273753,0.050813,18.96,0
2023-10-11 11:27:26.365103,0.050824,18.96,0
2023-10-11 11:27:28.457060,0.050822,18.957,0
2023-10-11 11:27:30.549871,0.050826,18.956,0
2023-10-11 11:28:22.180440,0.10221,18.942,0
2023-10-11 11:28:24.273493,0.051079,18.942,0
2023-10-11 11:28:26.365532,0.051081,18.942,0
2023-10-11 11:28:28.458535,0.051075,18.943,0
2023-10-11 11:28:30.550962,0.051086,18.943,0
2023-10-11 11:29:22.173538,0.10243,18.932,0
2023-10-11 11:29:24.263444,0.051207,18.931,0
2023-10-11 11:29:26.356372,0.051232,18.93,0
2023-10-11 11:29:28.447314,0.051238,18.927,0
2023-10-11 11:29:30.539250,0.051244,18.927,0
2023-10-11 11:30:22.174032,0.10252,18.925,0
2023-10-11 11:30:24.265576,0.051233,18.926,0
2023-10-11 11:30:26.358241,0.051228,18.927,0
2023-10-11 11:30:28.447468,0.051221,18.927,0
2023-10-11 11:30:30.539760,0.051232,18.929,0
2023-10-11 11:31:22.177718,0.10251,18.932,0
2023-10-11 11:31:24.268534,0.051237,18.932,0
2023-10-11 11:31:26.360907,0.051234,18.932,0
2023-10-11 11:31:28.450175,0.051235,18.932,0
2023-10-11 11:31:30.544328,0.051245,18.932,0
2023-10-11 11:32:22.172989,0.10255,18.933,0
2023-10-11 11:32:24.266203,0.051246,18.933,0
2023-10-11 11:32:26.358099,0.051255,18.932,0
2023-10-11 11:32:28.449312,0.05125,18.934,0
2023-10-11 11:32:30.544350,0.051261,18.933,0
2023-10-11 11:33:22.181692,0.10257,18.937,0
2023-10-11 11:33:24.275810,0.051277,18.937,0
2023-10-11 11:33:26.369907,0.051292,18.934,0
2023-10-11 11:33:28.460834,0.051288,18.934,0
2023-10-11 11:33:30.555330,0.05129,18.935,0
2023-10-11 11:34:22.175432,0.1027,18.925,0
2023-10-11 11:34:24.265762,0.051322,18.925,0
2023-10-11 11:34:26.358364,0.051299,18.925,0
2023-10-11 11:34:28.451801,0.051294,18.925,0
2023-10-11 11:34:30.545314,0.051303,18.924,0
2023-10-11 11:35:22.172974,0.10265,18.923,0
2023-10-11 11:35:24.265429,0.051304,18.923,0
2023-10-11 11:35:26.359226,0.051303,18.924,0
2023-10-11 11:35:28.448744,0.051292,18.924,0
2023-10-11 11:35:30.543928,0.051303,18.924,0
2023-10-11 11:36:22.177058,0.10258,18.926,0
2023-10-11 11:36:24.271407,0.051267,18.925,0
2023-10-11 11:36:26.365461,0.051269,18.924,0
2023-10-11 11:36:28.458846,0.051264,18.924,0
2023-10-11 11:36:30.552935,0.051272,18.925,0
2023-10-11 11:37:22.177099,0.10255,18.927,0
2023-10-11 11:37:24.270611,0.051258,18.929,0
2023-10-11 11:37:26.363467,0.05126,18.928,0
2023-10-11 11:37:28.458326,0.05125,18.928,0
2023-10-11 11:37:30.552839,0.051262,18.927,0
2023-10-11 11:38:22.217889,0.10253,18.927,0
2023-10-11 11:38:24.312351,0.051239,18.927,0
2023-10-11 11:38:26.407270,0.051254,18.926,0
2023-10-11 11:38:28.501185,0.051239,18.925,0
2023-10-11 11:38:30.594131,0.051251,18.926,0
2023-10-11 11:39:22.170835,0.10254,18.929,0
2023-10-11 11:39:24.265058,0.051245,18.928,0
2023-10-11 11:39:26.358281,0.051252,18.929,0
2023-10-11 11:39:28.452466,0.051246,18.929,0
2023-10-11 11:39:30.546789,0.051261,18.929,0
2023-10-11 11:40:22.174136,0.10264,18.931,0
2023-10-11 11:40:24.269708,0.05131,18.929,0
2023-10-11 11:40:26.366302,0.051319,18.93,0
2023-10-11 11:40:28.462017,0.051313,18.931,0
2023-10-11 11:40:30.553263,0.051311,18.931,0
2023-10-11 11:41:22.180464,0.10259,18.935,0
2023-10-11 11:41:24.276376,0.051281,18.934,0
2023-10-11 11:41:26.371467,0.05128,18.935,0
2023-10-11 11:41:28.465792,0.051277,18.934,0
2023-10-11 11:41:30.558583,0.051284,18.934,0
2023-10-11 11:42:22.179793,0.10272,18.931,0
2023-10-11 11:42:24.274773,0.051346,18.931,0
2023-10-11 11:42:26.368174,0.05135,18.93,0
2023-10-11 11:42:28.460769,0.05134,18.932,0
2023-10-11 11:42:30.554711,0.051347,18.931,0
2023-10-11 11:43:22.178119,0.10261,18.932,0
2023-10-11 11:43:24.270697,0.05129,18.933,0
2023-10-11 11:43:26.365121,0.051288,18.934,0
2023-10-11 11:43:28.459380,0.051281,18.933,0
2023-10-11 11:43:30.555150,0.051283,18.934,0
2023-10-11 11:44:22.168308,0.1025,18.935,0
2023-10-11 11:44:24.263746,0.051234,18.937,0
2023-10-11 11:44:26.357593,0.051229,18.936,0
2023-10-11 11:44:28.452777,0.051227,18.937,0
2023-10-11 11:44:30.548254,0.051236,18.936,0
2023-10-11 11:45:22.178663,0.10232,18.941,0
2023-10-11 11:45:24.271385,0.051141,18.94,0
2023-10-11 11:45:26.366358,0.05114,18.941,0
2023-10-11 11:45:28.460492,0.051121,18.941,0
2023-10-11 11:45:30.553918,0.051101,18.941,0
2023-10-11 11:46:22.179416,0.10172,18.964,0
2023-10-11 11:46:24.276258,0.050834,18.966,0
2023-10-11 11:46:26.370591,0.050818,18.967,0
2023-10-11 11:46:28.466512,0.050812,18.971,0
2023-10-11 11:46:30.561811,0.050776,18.975,0
2023-10-11 11:47:22.178532,0.00002572,19.046,0
2023-10-11 11:47:24.275442,0.000025168,19.049,0
2023-10-11 11:47:26.370613,0.000024881,19.052,0
2023-10-11 11:47:28.467064,0.000024772,19.05,0
2023-10-11 11:47:30.561796,0.000024552,19.05,0
2023-10-11 11:48:22.177273,0.000013151,19.13,0
2023-10-11 11:48:24.272436,0.0000080129,19.137,0
2023-10-11 11:48:26.368838,0.0000056921,19.137,0
2023-10-11 11:48:28.465210,0.000005203,19.136,0
2023-10-11 11:48:30.560290,0.0000050293,19.142,0
2023-10-11 11:49:22.183525,0.0000048097,19.236,0
2023-10-11 11:49:24.276843,0.0000048115,19.246,0
2023-10-11 11:49:26.370528,0.0000048393,19.245,0
2023-10-11 11:49:28.465543,0.0000048393,19.254,0
2023-10-11 11:49:30.561179,0.0000048237,19.256,0
2023-10-11 11:50:22.213918,0.0000040198,19.408,0
2023-10-11 11:50:24.308357,0.0000020076,19.402,0
2023-10-11 11:50:26.403983,0.0000020017,19.399,0
2023-10-11 11:50:28.500072,0.0000019989,19.397,0
2023-10-11 11:50:30.596560,0.0000019976,19.39,0
2023-10-11 11:51:22.169925,0.099476,19.451,0
2023-10-11 11:51:24.266752,0.049694,19.445,0
2023-10-11 11:51:26.362350,0.049744,19.391,0
2023-10-11 11:51:28.458359,0.049812,19.328,0
2023-10-11 11:51:30.553291,0.049869,19.296,0
2023-10-11 11:52:22.186173,0.10042,19.209,0
2023-10-11 11:52:24.281404,0.050183,19.211,0
2023-10-11 11:52:26.378453,0.050184,19.213,0
2023-10-11 11:52:28.475155,0.05017,19.215,0
2023-10-11 11:52:30.569916,0.050184,19.213,0
2023-10-11 11:53:22.177159,0.10059,19.202,0
2023-10-11 11:53:24.273389,0.050289,19.201,0
2023-10-11 11:53:26.370217,0.050321,19.199,0
2023-10-11 11:53:28.467012,0.050349,19.188,0
2023-10-11 11:53:30.563763,0.050387,19.183,0
2023-10-11 11:54:22.211288,0.10131,19.118,0
2023-10-11 11:54:24.306886,0.050638,19.116,0
2023-10-11 11:54:26.403891,0.050648,19.107,0
2023-10-11 11:54:28.501354,0.05065,19.106,0
2023-10-11 11:54:30.597471,0.050666,19.105,0
2023-10-11 11:55:22.169073,0.10146,19.038,0
2023-10-11 11:55:24.264603,0.050709,19.038,0
2023-10-11 11:55:26.360655,0.050704,19.039,0
2023-10-11 11:55:28.457400,0.050702,19.039,0
2023-10-11 11:55:30.556158,0.050717,19.038,0
